Country Name,Year,Gender,Age Group,Value
Italy,2022,Female,25–29,1476541.0
Italy,2022,Male,25–29,1592299.0
Italy,2022,Female,30–34,1630461.0
Italy,2022,Male,30–34,1685533.0
Italy,2022,Female,35–39,1673983.0
Italy,2022,Male,35–39,1696756.0
Italy,2022,Female,40–44,1914450.0
Italy,2022,Male,40–44,1930679.0
Italy,2022,Female,45–49,2271100.0
Italy,2022,Male,45–49,2257616.0
Italy,2022,Female,50–54,2416895.0
Italy,2022,Male,50–54,2351975.0
Italy,2022,Female,55–59,2414101.0
Italy,2022,Male,55–59,2323429.0
Italy,2022,Female,60–64,2122882.0
Italy,2022,Male,60–64,1992320.0
Netherlands,2022,Female,15–19,494881.0
Netherlands,2022,Male,15–19,517146.0
Netherlands,2022,Female,20–24,566464.0
Netherlands,2022,Male,20–24,584399.0
Netherlands,2022,Female,25–29,575457.0
Netherlands,2022,Male,25–29,591266.0
Netherlands,2022,Female,30–34,580987.0
Netherlands,2022,Male,30–34,596913.0
Netherlands,2022,Female,35–39,545215.0
Netherlands,2022,Male,35–39,553961.0
Netherlands,2022,Female,40–44,526389.0
Netherlands,2022,Male,40–44,525933.0
Netherlands,2022,Female,45–49,537056.0
Netherlands,2022,Male,45–49,530398.0
Netherlands,2022,Female,50–54,638666.0
Netherlands,2022,Male,50–54,638668.0
Netherlands,2022,Female,55–59,639794.0
Netherlands,2022,Male,55–59,639759.0
Netherlands,2022,Female,60–64,592343.0
Netherlands,2022,Male,60–64,585290.0
Norway,2022,Female,15–19,157028.0
Norway,2022,Male,15–19,165042.0
Norway,2022,Female,20–24,161878.0
Norway,2022,Male,20–24,172575.0
Norway,2022,Female,25–29,178801.0
Norway,2022,Male,25–29,188647.0
Norway,2022,Female,30–34,191210.0
Norway,2022,Male,30–34,199063.0
Norway,2022,Female,35–39,178775.0
Norway,2022,Male,35–39,188189.0
Norway,2022,Female,40–44,172209.0
Norway,2022,Male,40–44,181099.0
Norway,2022,Female,45–49,176725.0
Norway,2022,Male,45–49,185039.0
Norway,2022,Female,50–54,185857.0
Norway,2022,Male,50–54,193738.0
Norway,2022,Female,55–59,171735.0
Norway,2022,Male,55–59,179488.0
Norway,2022,Female,60–64,154931.0
Norway,2022,Male,60–64,158757.0
Poland,2022,Female,15–19,866212.0
Poland,2022,Male,15–19,910001.0
Poland,2022,Female,20–24,901465.0
Poland,2022,Male,20–24,941116.0
Poland,2022,Female,25–29,1097367.0
Poland,2022,Male,25–29,1149316.0
Poland,2022,Female,30–34,1303148.0
Poland,2022,Male,30–34,1357534.0
Poland,2022,Female,35–39,1512284.0
Poland,2022,Male,35–39,1565197.0
Poland,2022,Female,40–44,1502196.0
Poland,2022,Male,40–44,1542498.0
Poland,2022,Female,45–49,1348680.0
Poland,2022,Male,45–49,1367828.0
Poland,2022,Female,50–54,1133578.0
Poland,2022,Male,50–54,1123871.0
Poland,2022,Female,55–59,1092785.0
Poland,2022,Male,55–59,1046530.0
Poland,2022,Female,60–64,1275185.0
Poland,2022,Male,60–64,1139277.0
Spain,2022,Female,15–19,1204150.0
Spain,2022,Male,15–19,1274278.0
Spain,2022,Female,20–24,1175604.0
Spain,2022,Male,20–24,1247728.0
Spain,2022,Female,25–29,1246795.0
Spain,2022,Male,25–29,1286511.0
Spain,2022,Female,30–34,1381421.0
Spain,2022,Male,30–34,1404063.0
Spain,2022,Female,35–39,1544299.0
Spain,2022,Male,35–39,1554045.0
Spain,2022,Female,40–44,1854237.0
Spain,2022,Male,40–44,1897170.0
Spain,2022,Female,45–49,1967147.0
Spain,2022,Male,45–49,2030999.0
Spain,2022,Female,50–54,1880392.0
Spain,2022,Male,50–54,1893864.0
Spain,2022,Female,55–59,1829853.0
Spain,2022,Male,55–59,1790252.0
Spain,2022,Female,60–64,1630112.0
Spain,2022,Male,60–64,1531307.0
Sweden,2022,Female,15–19,289353.0
Sweden,2022,Male,15–19,307540.0
Sweden,2022,Female,20–24,273081.0
Sweden,2022,Male,20–24,308749.0
Sweden,2022,Female,25–29,329944.0
Sweden,2022,Male,25–29,349515.0
Sweden,2022,Female,30–34,375628.0
Sweden,2022,Male,30–34,395659.0
Sweden,2022,Female,35–39,332724.0
Sweden,2022,Male,35–39,352491.0
Sweden,2022,Female,40–44,314676.0
Sweden,2022,Male,40–44,328671.0
Sweden,2022,Female,45–49,322842.0
Sweden,2022,Male,45–49,333744.0
Sweden,2022,Female,50–54,326807.0
Sweden,2022,Male,50–54,335157.0
Sweden,2022,Female,55–59,330865.0
Sweden,2022,Male,55–59,339788.0
Sweden,2022,Female,60–64,285212.0
Sweden,2022,Male,60–64,287215.0
Ukraine,2022,Female,15–19,971482.0
Ukraine,2022,Male,15–19,1024991.0
Ukraine,2022,Female,20–24,885528.0
Ukraine,2022,Male,20–24,930194.0
Ukraine,2022,Female,25–29,1126561.0
Ukraine,2022,Male,25–29,1182457.0
Ukraine,2022,Female,30–34,1551767.0
Ukraine,2022,Male,30–34,1628878.0
Ukraine,2022,Female,35–39,1738680.0
Ukraine,2022,Male,35–39,1795094.0
Ukraine,2022,Female,40–44,1595060.0
Ukraine,2022,Male,40–44,1565645.0
Ukraine,2022,Female,45–49,1486249.0
Ukraine,2022,Male,45–49,1344409.0
Ukraine,2022,Female,50–54,1505867.0
Ukraine,2022,Male,50–54,1329011.0
Ukraine,2022,Female,55–59,1588142.0
Ukraine,2022,Male,55–59,1405571.0
Ukraine,2022,Female,60–64,1664454.0
Ukraine,2022,Male,60–64,1314538.0
